Year,National,Province,Constituency,Area Council,Sex,Age,Value
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,50-54,29
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,55-59,23
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,60-64,11
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,65-69,11
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,70-74,6
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,75-79,11
2019,Vanuatu,Shefa,Shepherds,Makimae,Male,80+,15
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,0-4,72
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,5-9,89
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,10-14,93
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,15-19,56
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,20-24,59
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,25-29,49
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,30-34,59
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,35-39,44
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,40-44,29
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,45-49,41
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,50-54,27
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,55-59,24
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,60-64,15
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,65-69,13
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,70-74,13
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,75-79,13
2019,Vanuatu,Shefa,Shepherds,Makimae,Female,80+,16
2019,Vanuatu,Shefa,Efate,Malorua,Male,0-4,268
2019,Vanuatu,Shefa,Efate,Malorua,Male,5-9,219
2019,Vanuatu,Shefa,Efate,Malorua,Male,10-14,212
2019,Vanuatu,Shefa,Efate,Malorua,Male,15-19,240
2019,Vanuatu,Shefa,Efate,Malorua,Male,20-24,164
2019,Vanuatu,Shefa,Efate,Malorua,Male,25-29,192
2019,Vanuatu,Shefa,Efate,Malorua,Male,30-34,125
2019,Vanuatu,Shefa,Efate,Malorua,Male,35-39,130
2019,Vanuatu,Shefa,Efate,Malorua,Male,40-44,119
2019,Vanuatu,Shefa,Efate,Malorua,Male,45-49,111
2019,Vanuatu,Shefa,Efate,Malorua,Male,50-54,75
2019,Vanuatu,Shefa,Efate,Malorua,Male,55-59,81
2019,Vanuatu,Shefa,Efate,Malorua,Male,60-64,37
2019,Vanuatu,Shefa,Efate,Malorua,Male,65-69,48
2019,Vanuatu,Shefa,Efate,Malorua,Male,70-74,27
2019,Vanuatu,Shefa,Efate,Malorua,Male,75-79,22
2019,Vanuatu,Shefa,Efate,Malorua,Male,80+,22
2019,Vanuatu,Shefa,Efate,Malorua,Female,0-4,251
2019,Vanuatu,Shefa,Efate,Malorua,Female,5-9,205
2019,Vanuatu,Shefa,Efate,Malorua,Female,10-14,194
2019,Vanuatu,Shefa,Efate,Malorua,Female,15-19,215
2019,Vanuatu,Shefa,Efate,Malorua,Female,20-24,181
2019,Vanuatu,Shefa,Efate,Malorua,Female,25-29,164
2019,Vanuatu,Shefa,Efate,Malorua,Female,30-34,142
2019,Vanuatu,Shefa,Efate,Malorua,Female,35-39,136
2019,Vanuatu,Shefa,Efate,Malorua,Female,40-44,68
2019,Vanuatu,Shefa,Efate,Malorua,Female,45-49,85
2019,Vanuatu,Shefa,Efate,Malorua,Female,50-54,67
2019,Vanuatu,Shefa,Efate,Malorua,Female,55-59,66
2019,Vanuatu,Shefa,Efate,Malorua,Female,60-64,38
2019,Vanuatu,Shefa,Efate,Malorua,Female,65-69,30
2019,Vanuatu,Shefa,Efate,Malorua,Female,70-74,27
2019,Vanuatu,Shefa,Efate,Malorua,Female,75-79,10
2019,Vanuatu,Shefa,Efate,Malorua,Female,80+,21
2019,Vanuatu,Shefa,Efate,Mele,Male,0-4,387
2019,Vanuatu,Shefa,Efate,Mele,Male,5-9,294
2019,Vanuatu,Shefa,Efate,Mele,Male,10-14,239
2019,Vanuatu,Shefa,Efate,Mele,Male,15-19,237
2019,Vanuatu,Shefa,Efate,Mele,Male,20-24,277
2019,Vanuatu,Shefa,Efate,Mele,Male,25-29,234
2019,Vanuatu,Shefa,Efate,Mele,Male,30-34,185
2019,Vanuatu,Shefa,Efate,Mele,Male,35-39,145
2019,Vanuatu,Shefa,Efate,Mele,Male,40-44,136
2019,Vanuatu,Shefa,Efate,Mele,Male,45-49,148
2019,Vanuatu,Shefa,Efate,Mele,Male,50-54,108
2019,Vanuatu,Shefa,Efate,Mele,Male,55-59,74
2019,Vanuatu,Shefa,Efate,Mele,Male,60-64,57
2019,Vanuatu,Shefa,Efate,Mele,Male,65-69,46
2019,Vanuatu,Shefa,Efate,Mele,Male,70-74,30
2019,Vanuatu,Shefa,Efate,Mele,Male,75-79,27
2019,Vanuatu,Shefa,Efate,Mele,Male,80+,12
2019,Vanuatu,Shefa,Efate,Mele,Female,0-4,327
2019,Vanuatu,Shefa,Efate,Mele,Female,5-9,321
2019,Vanuatu,Shefa,Efate,Mele,Female,10-14,254
2019,Vanuatu,Shefa,Efate,Mele,Female,15-19,215
2019,Vanuatu,Shefa,Efate,Mele,Female,20-24,295
2019,Vanuatu,Shefa,Efate,Mele,Female,25-29,272
2019,Vanuatu,Shefa,Efate,Mele,Female,30-34,211
2019,Vanuatu,Shefa,Efate,Mele,Female,35-39,186
2019,Vanuatu,Shefa,Efate,Mele,Female,40-44,158
2019,Vanuatu,Shefa,Efate,Mele,Female,45-49,130
2019,Vanuatu,Shefa,Efate,Mele,Female,50-54,84
2019,Vanuatu,Shefa,Efate,Mele,Female,55-59,76
2019,Vanuatu,Shefa,Efate,Mele,Female,60-64,45
2019,Vanuatu,Shefa,Efate,Mele,Female,65-69,39
2019,Vanuatu,Shefa,Efate,Mele,Female,70-74,31
2019,Vanuatu,Shefa,Efate,Mele,Female,75-79,19
2019,Vanuatu,Shefa,Efate,Mele,Female,80+,18
2019,Vanuatu,Shefa,Efate,Nguna,Male,0-4,126
2019,Vanuatu,Shefa,Efate,Nguna,Male,5-9,140
2019,Vanuatu,Shefa,Efate,Nguna,Male,10-14,114
2019,Vanuatu,Shefa,Efate,Nguna,Male,15-19,80
2019,Vanuatu,Shefa,Efate,Nguna,Male,20-24,72
2019,Vanuatu,Shefa,Efate,Nguna,Male,25-29,67
2019,Vanuatu,Shefa,Efate,Nguna,Male,30-34,64
2019,Vanuatu,Shefa,Efate,Nguna,Male,35-39,57
2019,Vanuatu,Shefa,Efate,Nguna,Male,40-44,53
2019,Vanuatu,Shefa,Efate,Nguna,Male,45-49,31
2019,Vanuatu,Shefa,Efate,Nguna,Male,50-54,51
2019,Vanuatu,Shefa,Efate,Nguna,Male,55-59,43
2019,Vanuatu,Shefa,Efate,Nguna,Male,60-64,29
2019,Vanuatu,Shefa,Efate,Nguna,Male,65-69,31
2019,Vanuatu,Shefa,Efate,Nguna,Male,70-74,21
2019,Vanuatu,Shefa,Efate,Nguna,Male,75-79,13
2019,Vanuatu,Shefa,Efate,Nguna,Male,80+,8
2019,Vanuatu,Shefa,Efate,Nguna,Female,0-4,141
2019,Vanuatu,Shefa,Efate,Nguna,Female,5-9,110
2019,Vanuatu,Shefa,Efate,Nguna,Female,10-14,127
2019,Vanuatu,Shefa,Efate,Nguna,Female,15-19,64
2019,Vanuatu,Shefa,Efate,Nguna,Female,20-24,81
2019,Vanuatu,Shefa,Efate,Nguna,Female,25-29,68
2019,Vanuatu,Shefa,Efate,Nguna,Female,30-34,64
2019,Vanuatu,Shefa,Efate,Nguna,Female,35-39,65
2019,Vanuatu,Shefa,Efate,Nguna,Female,40-44,38
2019,Vanuatu,Shefa,Efate,Nguna,Female,45-49,47
2019,Vanuatu,Shefa,Efate,Nguna,Female,50-54,43
2019,Vanuatu,Shefa,Efate,Nguna,Female,55-59,37
2019,Vanuatu,Shefa,Efate,Nguna,Female,60-64,38
2019,Vanuatu,Shefa,Efate,Nguna,Female,65-69,33
2019,Vanuatu,Shefa,Efate,Nguna,Female,70-74,21
2019,Vanuatu,Shefa,Efate,Nguna,Female,75-79,15
2019,Vanuatu,Shefa,Efate,Nguna,Female,80+,7
2019,Vanuatu,Shefa,Efate,North Efate,Male,0-4,182
2019,Vanuatu,Shefa,Efate,North Efate,Male,5-9,215
2019,Vanuatu,Shefa,Efate,North Efate,Male,10-14,174
2019,Vanuatu,Shefa,Efate,North Efate,Male,15-19,158
2019,Vanuatu,Shefa,Efate,North Efate,Male,20-24,128
2019,Vanuatu,Shefa,Efate,North Efate,Male,25-29,125
2019,Vanuatu,Shefa,Efate,North Efate,Male,30-34,87
2019,Vanuatu,Shefa,Efate,North Efate,Male,35-39,81
2019,Vanuatu,Shefa,Efate,North Efate,Male,40-44,86
2019,Vanuatu,Shefa,Efate,North Efate,Male,45-49,62
2019,Vanuatu,Shefa,Efate,North Efate,Male,50-54,62
2019,Vanuatu,Shefa,Efate,North Efate,Male,55-59,43
2019,Vanuatu,Shefa,Efate,North Efate,Male,60-64,41
2019,Vanuatu,Shefa,Efate,North Efate,Male,65-69,37
2019,Vanuatu,Shefa,Efate,North Efate,Male,70-74,21
2019,Vanuatu,Shefa,Efate,North Efate,Male,75-79,21
2019,Vanuatu,Shefa,Efate,North Efate,Male,80+,10
2019,Vanuatu,Shefa,Efate,North Efate,Female,0-4,162
2019,Vanuatu,Shefa,Efate,North Efate,Female,5-9,218
2019,Vanuatu,Shefa,Efate,North Efate,Female,10-14,165
2019,Vanuatu,Shefa,Efate,North Efate,Female,15-19,125
2019,Vanuatu,Shefa,Efate,North Efate,Female,20-24,171
2019,Vanuatu,Shefa,Efate,North Efate,Female,25-29,128
2019,Vanuatu,Shefa,Efate,North Efate,Female,30-34,108
2019,Vanuatu,Shefa,Efate,North Efate,Female,35-39,94
2019,Vanuatu,Shefa,Efate,North Efate,Female,40-44,81
2019,Vanuatu,Shefa,Efate,North Efate,Female,45-49,81
2019,Vanuatu,Shefa,Efate,North Efate,Female,50-54,67
2019,Vanuatu,Shefa,Efate,North Efate,Female,55-59,40
2019,Vanuatu,Shefa,Efate,North Efate,Female,60-64,36
2019,Vanuatu,Shefa,Efate,North Efate,Female,65-69,25
2019,Vanuatu,Shefa,Efate,North Efate,Female,70-74,30
2019,Vanuatu,Shefa,Efate,North Efate,Female,75-79,12
2019,Vanuatu,Shefa,Efate,North Efate,Female,80+,11
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,0-4,117
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,5-9,122
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,10-14,138
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,15-19,101
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,20-24,44
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,25-29,63
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,30-34,45
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,35-39,43
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,40-44,32
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,45-49,25
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,50-54,18
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,55-59,30
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,60-64,30
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,65-69,23
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,70-74,10
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,75-79,5
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Male,80+,10
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,0-4,119
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,5-9,115
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,10-14,126
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,15-19,79
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,20-24,51
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,25-29,73
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,30-34,49
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,35-39,41
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,40-44,45
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,45-49,27
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,50-54,23
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,55-59,37
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,60-64,16
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,65-69,20
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,70-74,18
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,75-79,12
2019,Vanuatu,Shefa,Tongoa,North Tongoa,Female,80+,23
2019,Vanuatu,Shefa,Efate,Pango,Male,0-4,167
2019,Vanuatu,Shefa,Efate,Pango,Male,5-9,138
2019,Vanuatu,Shefa,Efate,Pango,Male,10-14,115
2019,Vanuatu,Shefa,Efate,Pango,Male,15-19,92
2019,Vanuatu,Shefa,Efate,Pango,Male,20-24,116
2019,Vanuatu,Shefa,Efate,Pango,Male,25-29,102
2019,Vanuatu,Shefa,Efate,Pango,Male,30-34,100
2019,Vanuatu,Shefa,Efate,Pango,Male,35-39,62
2019,Vanuatu,Shefa,Efate,Pango,Male,40-44,68
2019,Vanuatu,Shefa,Efate,Pango,Male,45-49,44
2019,Vanuatu,Shefa,Efate,Pango,Male,50-54,33
2019,Vanuatu,Shefa,Efate,Pango,Male,55-59,46
2019,Vanuatu,Shefa,Efate,Pango,Male,60-64,22
2019,Vanuatu,Shefa,Efate,Pango,Male,65-69,20
2019,Vanuatu,Shefa,Efate,Pango,Male,70-74,10
2019,Vanuatu,Shefa,Efate,Pango,Male,75-79,11
2019,Vanuatu,Shefa,Efate,Pango,Male,80+,4
2019,Vanuatu,Shefa,Efate,Pango,Female,0-4,151
2019,Vanuatu,Shefa,Efate,Pango,Female,5-9,142
2019,Vanuatu,Shefa,Efate,Pango,Female,10-14,87
2019,Vanuatu,Shefa,Efate,Pango,Female,15-19,127
2019,Vanuatu,Shefa,Efate,Pango,Female,20-24,121
2019,Vanuatu,Shefa,Efate,Pango,Female,25-29,115
2019,Vanuatu,Shefa,Efate,Pango,Female,30-34,95
2019,Vanuatu,Shefa,Efate,Pango,Female,35-39,90
2019,Vanuatu,Shefa,Efate,Pango,Female,40-44,56
2019,Vanuatu,Shefa,Efate,Pango,Female,45-49,60
2019,Vanuatu,Shefa,Efate,Pango,Female,50-54,47
2019,Vanuatu,Shefa,Efate,Pango,Female,55-59,35
2019,Vanuatu,Shefa,Efate,Pango,Female,60-64,25
2019,Vanuatu,Shefa,Efate,Pango,Female,65-69,14
2019,Vanuatu,Shefa,Efate,Pango,Female,70-74,7
2019,Vanuatu,Shefa,Efate,Pango,Female,75-79,8
2019,Vanuatu,Shefa,Efate,Pango,Female,80+,5
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,0-4,3310
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,5-9,2953
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,10-14,2384
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,15-19,2506
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,20-24,3299
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,25-29,2916
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,30-34,2199
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,35-39,1913
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,40-44,1674
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,45-49,1457
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,50-54,1101
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,55-59,880
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,60-64,532
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,65-69,321
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,70-74,170
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,75-79,111
2019,Vanuatu,Shefa,Port Vila,Port Vila,Male,80+,120
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,0-4,3193
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,5-9,2834
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,10-14,2234
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,15-19,2743
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,20-24,3335
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,25-29,2980
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,30-34,2192
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,35-39,1820
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,40-44,1497
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,45-49,1354
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,50-54,998
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,55-59,713
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,60-64,413
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,65-69,265
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,70-74,152
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,75-79,57
2019,Vanuatu,Shefa,Port Vila,Port Vila,Female,80+,121
2019,Vanuatu,Shefa,Epi,South Epi,Male,0-4,146
2019,Vanuatu,Shefa,Epi,South Epi,Male,5-9,147
2019,Vanuatu,Shefa,Epi,South Epi,Male,10-14,134
2019,Vanuatu,Shefa,Epi,South Epi,Male,15-19,126
2019,Vanuatu,Shefa,Epi,South Epi,Male,20-24,87
2019,Vanuatu,Shefa,Epi,South Epi,Male,25-29,82
2019,Vanuatu,Shefa,Epi,South Epi,Male,30-34,47
2019,Vanuatu,Shefa,Epi,South Epi,Male,35-39,35
2019,Vanuatu,Shefa,Epi,South Epi,Male,40-44,38
2019,Vanuatu,Shefa,Epi,South Epi,Male,45-49,33
2019,Vanuatu,Shefa,Epi,South Epi,Male,50-54,26
2019,Vanuatu,Shefa,Epi,South Epi,Male,55-59,22
2019,Vanuatu,Shefa,Epi,South Epi,Male,60-64,17
2019,Vanuatu,Shefa,Epi,South Epi,Male,65-69,23
2019,Vanuatu,Shefa,Epi,South Epi,Male,70-74,10
2019,Vanuatu,Shefa,Epi,South Epi,Male,75-79,10
2019,Vanuatu,Shefa,Epi,South Epi,Male,80+,7
2019,Vanuatu,Shefa,Epi,South Epi,Female,0-4,146
2019,Vanuatu,Shefa,Epi,South Epi,Female,5-9,121
2019,Vanuatu,Shefa,Epi,South Epi,Female,10-14,95
2019,Vanuatu,Shefa,Epi,South Epi,Female,15-19,91
2019,Vanuatu,Shefa,Epi,South Epi,Female,20-24,85
2019,Vanuatu,Shefa,Epi,South Epi,Female,25-29,74
2019,Vanuatu,Shefa,Epi,South Epi,Female,30-34,60
2019,Vanuatu,Shefa,Epi,South Epi,Female,35-39,53
2019,Vanuatu,Shefa,Epi,South Epi,Female,40-44,34
2019,Vanuatu,Shefa,Epi,South Epi,Female,45-49,25
2019,Vanuatu,Shefa,Epi,South Epi,Female,50-54,31
2019,Vanuatu,Shefa,Epi,South Epi,Female,55-59,25
2019,Vanuatu,Shefa,Epi,South Epi,Female,60-64,17
2019,Vanuatu,Shefa,Epi,South Epi,Female,65-69,17
2019,Vanuatu,Shefa,Epi,South Epi,Female,70-74,13
2019,Vanuatu,Shefa,Epi,South Epi,Female,75-79,7
2019,Vanuatu,Shefa,Epi,South Epi,Female,80+,3
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,0-4,70
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,5-9,75
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,10-14,57
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,15-19,57
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,20-24,33
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,25-29,31
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,30-34,27
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,35-39,16
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,40-44,19
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,45-49,15
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,50-54,27
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,55-59,15
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,60-64,20
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,65-69,12
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,70-74,12
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,75-79,7
2019,Vanuatu,Shefa,Tongoa,Tongariki,Male,80+,11
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,0-4,47
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,5-9,52
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,10-14,49
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,15-19,42
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,20-24,34
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,25-29,34
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,30-34,23
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,35-39,27
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,40-44,26
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,45-49,24
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,50-54,19
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,55-59,12
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,60-64,18
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,65-69,16
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,70-74,14
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,75-79,8
2019,Vanuatu,Shefa,Tongoa,Tongariki,Female,80+,9
2019,Vanuatu,Shefa,Epi,Varisu,Male,0-4,166
2019,Vanuatu,Shefa,Epi,Varisu,Male,5-9,113
2019,Vanuatu,Shefa,Epi,Varisu,Male,10-14,84
2019,Vanuatu,Shefa,Epi,Varisu,Male,15-19,49
2019,Vanuatu,Shefa,Epi,Varisu,Male,20-24,78
2019,Vanuatu,Shefa,Epi,Varisu,Male,25-29,69
2019,Vanuatu,Shefa,Epi,Varisu,Male,30-34,57
2019,Vanuatu,Shefa,Epi,Varisu,Male,35-39,44
2019,Vanuatu,Shefa,Epi,Varisu,Male,40-44,38
2019,Vanuatu,Shefa,Epi,Varisu,Male,45-49,50
2019,Vanuatu,Shefa,Epi,Varisu,Male,50-54,31
2019,Vanuatu,Shefa,Epi,Varisu,Male,55-59,20
2019,Vanuatu,Shefa,Epi,Varisu,Male,60-64,16
2019,Vanuatu,Shefa,Epi,Varisu,Male,65-69,16
2019,Vanuatu,Shefa,Epi,Varisu,Male,70-74,9
2019,Vanuatu,Shefa,Epi,Varisu,Male,75-79,12
2019,Vanuatu,Shefa,Epi,Varisu,Male,80+,4
2019,Vanuatu,Shefa,Epi,Varisu,Female,0-4,149
2019,Vanuatu,Shefa,Epi,Varisu,Female,5-9,96
2019,Vanuatu,Shefa,Epi,Varisu,Female,10-14,77
2019,Vanuatu,Shefa,Epi,Varisu,Female,15-19,69
2019,Vanuatu,Shefa,Epi,Varisu,Female,20-24,97
2019,Vanuatu,Shefa,Epi,Varisu,Female,25-29,61
2019,Vanuatu,Shefa,Epi,Varisu,Female,30-34,46
2019,Vanuatu,Shefa,Epi,Varisu,Female,35-39,49
2019,Vanuatu,Shefa,Epi,Varisu,Female,40-44,44
2019,Vanuatu,Shefa,Epi,Varisu,Female,45-49,39
2019,Vanuatu,Shefa,Epi,Varisu,Female,50-54,36
2019,Vanuatu,Shefa,Epi,Varisu,Female,55-59,16
2019,Vanuatu,Shefa,Epi,Varisu,Female,60-64,21
2019,Vanuatu,Shefa,Epi,Varisu,Female,65-69,8
2019,Vanuatu,Shefa,Epi,Varisu,Female,70-74,12
2019,Vanuatu,Shefa,Epi,Varisu,Female,75-79,6
2019,Vanuatu,Shefa,Epi,Varisu,Female,80+,17
2019,Vanuatu,Shefa,Epi,Vermali,Male,0-4,133
2019,Vanuatu,Shefa,Epi,Vermali,Male,5-9,135
2019,Vanuatu,Shefa,Epi,Vermali,Male,10-14,112
2019,Vanuatu,Shefa,Epi,Vermali,Male,15-19,195
2019,Vanuatu,Shefa,Epi,Vermali,Male,20-24,89
2019,Vanuatu,Shefa,Epi,Vermali,Male,25-29,74
2019,Vanuatu,Shefa,Epi,Vermali,Male,30-34,75
2019,Vanuatu,Shefa,Epi,Vermali,Male,35-39,42
2019,Vanuatu,Shefa,Epi,Vermali,Male,40-44,41
2019,Vanuatu,Shefa,Epi,Vermali,Male,45-49,46
2019,Vanuatu,Shefa,Epi,Vermali,Male,50-54,50
2019,Vanuatu,Shefa,Epi,Vermali,Male,55-59,22
2019,Vanuatu,Shefa,Epi,Vermali,Male,60-64,26
2019,Vanuatu,Shefa,Epi,Vermali,Male,65-69,23
2019,Vanuatu,Shefa,Epi,Vermali,Male,70-74,10
2019,Vanuatu,Shefa,Epi,Vermali,Male,75-79,9
2019,Vanuatu,Shefa,Epi,Vermali,Male,80+,17
2019,Vanuatu,Shefa,Epi,Vermali,Female,0-4,149
2019,Vanuatu,Shefa,Epi,Vermali,Female,5-9,138
2019,Vanuatu,Shefa,Epi,Vermali,Female,10-14,150
2019,Vanuatu,Shefa,Epi,Vermali,Female,15-19,164
2019,Vanuatu,Shefa,Epi,Vermali,Female,20-24,110
2019,Vanuatu,Shefa,Epi,Vermali,Female,25-29,96
2019,Vanuatu,Shefa,Epi,Vermali,Female,30-34,58
2019,Vanuatu,Shefa,Epi,Vermali,Female,35-39,43
2019,Vanuatu,Shefa,Epi,Vermali,Female,40-44,48
2019,Vanuatu,Shefa,Epi,Vermali,Female,45-49,59
2019,Vanuatu,Shefa,Epi,Vermali,Female,50-54,38
2019,Vanuatu,Shefa,Epi,Vermali,Female,55-59,30
2019,Vanuatu,Shefa,Epi,Vermali,Female,60-64,17
2019,Vanuatu,Shefa,Epi,Vermali,Female,65-69,17
2019,Vanuatu,Shefa,Epi,Vermali,Female,70-74,12
2019,Vanuatu,Shefa,Epi,Vermali,Female,75-79,13
2019,Vanuatu,Shefa,Epi,Vermali,Female,80+,18
2019,Vanuatu,Shefa,Epi,Vermaul,Male,0-4,139
2019,Vanuatu,Shefa,Epi,Vermaul,Male,5-9,131
2019,Vanuatu,Shefa,Epi,Vermaul,Male,10-14,72
2019,Vanuatu,Shefa,Epi,Vermaul,Male,15-19,63
2019,Vanuatu,Shefa,Epi,Vermaul,Male,20-24,82
2019,Vanuatu,Shefa,Epi,Vermaul,Male,25-29,61
2019,Vanuatu,Shefa,Epi,Vermaul,Male,30-34,39
2019,Vanuatu,Shefa,Epi,Vermaul,Male,35-39,56
2019,Vanuatu,Shefa,Epi,Vermaul,Male,40-44,44
2019,Vanuatu,Shefa,Epi,Vermaul,Male,45-49,26
2019,Vanuatu,Shefa,Epi,Vermaul,Male,50-54,29
2019,Vanuatu,Shefa,Epi,Vermaul,Male,55-59,23
2019,Vanuatu,Shefa,Epi,Vermaul,Male,60-64,18
2019,Vanuatu,Shefa,Epi,Vermaul,Male,65-69,10
2019,Vanuatu,Shefa,Epi,Vermaul,Male,70-74,8
